,Department,Difficulty,Hot,Number_Ratings,Score,Tag,Take_Again,pk_id
1758,Business,2.5,0,2,3.0,Tough Grader,N/A,2185682
1759,Geography,3.0,0,2,3.0,Get ready to read,N/A,2192977
1760,Mathematics,3.5,0,2,3.0,Get ready to read,N/A,2195934
1761,Mathematics,3.5,0,2,1.5,EXTRA CREDIT,N/A,2197723
1762,Humanities,3.0,0,2,4.5,Participation matters,N/A,2199994
1763,Sociology,3.5,1,2,2.5,Amazing lectures,N/A,2201864
1764,Mathematics,4.0,0,2,3.0,LOTS OF HOMEWORK,N/A,2204756
1765,Economics,4.0,0,2,3.0,Caring,N/A,2206138
1766,Ethnic,3.0,1,2,4.0,Inspirational,N/A,2213408
1767,Business,3.0,0,2,5.0,BEWARE OF POP QUIZZES,N/A,2216702
1768,Science,2.5,0,2,5.0,Gives good feedback,N/A,2216905
1769,Writing,3.0,0,2,4.0,GROUP PROJECTS,N/A,2220869
1770,Writing,4.0,0,2,2.8,GROUP PROJECTS,N/A,2138157
1771,Gender,2.0,1,2,3.5,Participation matters,N/A,2221773
1772,Mathematics,5.0,0,2,1.0,Get ready to read,N/A,2228584
1773,Mathematics,1.5,0,2,5.0,Caring,N/A,1978287
1774,Teaching,3.0,0,2,5.0,Gives good feedback,N/A,2161734
1775,Geography,1.0,0,1,5.0,,N/A,345318
1776,Mathematics,1.0,0,1,5.0,,N/A,498404
1777,Psychology,3.0,0,1,4.5,,N/A,638533
1778,Psychology,1.0,0,1,4.5,,N/A,641797
1779,Geology,2.0,0,1,5.0,,N/A,649226
1780,Psychology,2.0,1,1,4.5,,N/A,649832
1781,Ethnic,4.0,0,1,1.5,,N/A,651905
1782,Philosophy,3.0,0,1,1.0,,N/A,652302
1783,Writing,2.0,0,1,2.5,,N/A,654228
1784,Women's,1.0,1,1,4.5,,N/A,654230
1785,Music,3.0,0,1,5.0,,N/A,658682
1786,Languages,4.0,0,1,2.5,,N/A,666508
1787,English,4.0,0,1,3.0,,N/A,666671
1788,Architecture,5.0,0,1,2.0,,N/A,670218
1789,Geography,1.0,0,1,5.0,,N/A,671463
1790,Languages,3.0,0,1,3.0,,N/A,675514
1791,Communication,2.0,0,1,3.5,,N/A,681865
1792,Fine,3.0,0,1,5.0,,N/A,682343
1793,Medicine,2.0,1,1,4.5,,N/A,683107
1794,Engineering,4.0,0,1,4.5,,N/A,686307
1795,Sociology,2.0,0,1,3.5,,N/A,689042
1796,Humanities,4.0,1,1,3.5,,N/A,691040
1797,Psychology,1.0,0,1,3.5,,N/A,691802
1798,Psychology,5.0,1,1,5.0,,N/A,700254
1799,Sociology,3.0,0,1,4.0,,N/A,705334
1800,English,5.0,0,1,1.0,,N/A,706182
1801,Psychology,3.0,1,1,5.0,,N/A,706189
1802,Science,5.0,0,1,1.0,,N/A,707255
1803,Fine,4.0,0,1,4.5,,N/A,711748
1804,Engineering,4.0,0,1,3.5,,N/A,711770
1805,Theater,5.0,0,1,4.5,,N/A,716749
1806,Theater,4.0,0,1,4.0,,N/A,716754
1807,Geology,3.0,0,1,4.5,,N/A,717741
1808,Writing,3.0,0,1,5.0,,N/A,717874
1809,Mathematics,5.0,0,1,5.0,,N/A,720536
1810,Languages,1.0,0,1,5.0,,N/A,722147
1811,Philosophy,3.0,0,1,4.5,,N/A,722265
1812,Economics,4.0,0,1,4.5,,N/A,726222
1813,Economics,3.0,0,1,1.0,Get ready to read,N/A,726223
1814,Languages,2.0,0,1,4.5,,N/A,727958
1815,Physics,3.0,0,1,4.5,,N/A,730880
1816,Finance,4.0,0,1,2.0,,N/A,733700
1817,Mathematics,2.0,1,1,4.5,,N/A,733701
1818,Economics,3.0,0,1,3.5,,N/A,733704
1819,Health,2.0,0,1,2.0,,N/A,739768
1820,Army,3.0,0,1,5.0,,N/A,748026
1821,Humanities,2.0,1,1,5.0,,N/A,751684
1822,Communication,3.0,1,1,4.5,,N/A,757086
1823,Mathematics,5.0,0,1,2.0,,N/A,764673
1824,Writing,2.0,0,1,3.5,,N/A,772489
1825,Information,3.0,0,1,4.0,,N/A,778127
1826,Psychology,2.0,1,1,5.0,,N/A,786843
1827,Medicine,2.0,0,1,5.0,,N/A,791376
1828,Economics,2.0,1,1,5.0,,N/A,815286
1829,Music,2.0,0,1,2.5,,N/A,817435
1830,Educational,1.0,0,1,1.5,,N/A,823980
1831,Dance,1.0,0,1,2.5,,N/A,830084
1832,Dance,3.0,0,1,4.5,,N/A,830090
1833,Psychology,2.0,0,1,5.0,,N/A,836068
1834,Biology,5.0,0,1,1.0,,N/A,838020
1835,Mathematics,4.0,0,1,5.0,,N/A,838329
1836,English,3.0,0,1,3.5,,N/A,844983
1837,Music,1.0,0,1,5.0,,N/A,858005
1838,Mathematics,1.0,0,1,4.0,,N/A,867065
1839,Economics,4.0,0,1,2.5,,N/A,867582
1840,Economics,2.0,1,1,4.0,,N/A,868118
1841,Communication,4.0,0,1,3.5,,N/A,871443
1842,Exercise,4.0,0,1,2.0,,N/A,893287
1843,Writing,4.0,0,1,1.5,,N/A,908421
1844,Economics,1.0,0,1,1.0,,N/A,912127
1845,Accounting,2.0,0,1,5.0,,N/A,918542
1846,Engineering,3.0,0,1,1.0,,N/A,923103
1847,Mathematics,4.0,0,1,1.0,,N/A,930077
1848,English,3.0,1,1,5.0,,N/A,930369
1849,Exercise,1.0,0,1,5.0,,N/A,930513
1850,Biology,5.0,1,1,4.5,,N/A,930891
1851,History,3.0,0,1,5.0,,N/A,935635
1852,Mathematics,2.0,0,1,5.0,,N/A,941471
1853,Languages,2.0,1,1,4.5,,N/A,941569
1854,Mathematics,3.0,0,1,3.5,,N/A,946595
1855,Languages,2.0,0,1,5.0,,N/A,946732
1856,Urban,2.0,0,1,4.5,,N/A,946758
1857,Music,5.0,0,1,1.0,,N/A,959282
1858,Music,3.0,1,1,3.0,,N/A,959364
1859,Music,4.0,1,1,5.0,,N/A,961889
1860,Political,2.0,0,1,5.0,Participation matters,N/A,964089
1861,Social,3.0,0,1,3.0,,N/A,982116
1862,Exercise,4.0,1,1,5.0,,N/A,982315
1863,Philosophy,3.0,1,1,5.0,,N/A,984518
1864,Business,5.0,0,1,1.0,,N/A,993311
1865,Music,2.0,0,1,5.0,,N/A,994131
1866,Physics,4.0,1,1,4.5,,N/A,1010871
1867,Philosophy,5.0,0,1,2.0,,N/A,1012949
1868,Psychology,2.0,0,1,5.0,,N/A,1014232
1869,Occupational,5.0,0,1,1.0,,N/A,1018459
1870,Bioengineering,3.0,0,1,5.0,,N/A,1023768
1871,Music,5.0,1,1,3.0,,N/A,1023967
1872,Materials,2.0,0,1,5.0,,N/A,1027714
1873,Chemical,2.0,0,1,4.5,,N/A,1031775
1874,Sociology,2.0,0,1,3.0,,N/A,1048307
1875,History,1.0,0,1,5.0,,N/A,1048359
1876,Languages,2.0,1,1,3.5,,N/A,1049025
1877,Art,4.0,0,1,5.0,,N/A,1054716
1878,Art,1.0,1,1,4.0,,N/A,1054735
1879,Gender,4.0,0,1,4.5,,N/A,1057607
1880,English,3.0,0,1,2.5,,N/A,1076090
1881,Business,2.0,0,1,5.0,,N/A,1077738
1882,Languages,5.0,0,1,4.0,,N/A,1077741
1883,Sociology,5.0,0,1,1.0,,N/A,1083375
1884,Communication,2.0,0,1,4.5,,N/A,1083810
1885,Ethnic,1.0,0,1,5.0,,N/A,1084575
1886,History,3.0,0,1,4.0,,N/A,1085326
1887,Statistics,5.0,0,1,3.5,,N/A,1089216
1888,Exercise,5.0,0,1,1.0,,N/A,1093737
1889,Psychology,2.0,0,1,5.0,,N/A,1102307
1890,Physical,1.0,0,1,5.0,,N/A,1105099
1891,Languages,4.0,1,1,3.5,,N/A,1108037
1892,Anthropology,2.0,0,1,5.0,,N/A,1123794
1893,Political,4.0,0,1,1.0,,N/A,1125068
1894,Economics,4.0,0,1,4.0,,N/A,1134757
1895,Mathematics,3.0,0,1,3.5,,N/A,1134860
1896,Exercise,1.0,0,1,4.5,,N/A,1145420
1897,Education,2.0,0,1,2.5,,N/A,1145738
1898,Health,1.0,0,1,4.5,,N/A,1147809
1899,English,1.0,1,1,5.0,,N/A,1165305
1900,Continuing,5.0,0,1,2.5,,N/A,1168586
1901,Mathematics,4.0,0,1,4.0,,N/A,1169772
1902,Nursing,4.0,0,1,3.0,,N/A,1170476
1903,Economics,4.0,0,1,2.5,,N/A,1170967
1904,Economics,2.0,1,1,4.0,,N/A,1182373
1905,Social,1.0,0,1,5.0,,N/A,1222170
1906,Communication,1.0,0,1,3.0,,N/A,1245801
1907,History,5.0,1,1,5.0,,N/A,1253466
1908,Family,1.0,1,1,5.0,Clear grading criteria,N/A,1265677
1909,Economics,4.0,0,1,2.5,,N/A,1270386
1910,Social,5.0,0,1,2.0,,N/A,1270481
1911,Biology,2.0,0,1,2.0,,N/A,1272441
1912,Anthropology,4.0,0,1,4.0,,N/A,1280588
1913,Psychology,1.0,0,1,5.0,,N/A,1284540
1914,Psychology,3.0,1,1,4.0,,N/A,1284542
1915,Computer,3.0,1,1,4.0,,N/A,1284623
1916,Languages,1.0,1,1,3.5,,N/A,1289422
1917,Geography,3.0,0,1,3.0,,N/A,1291423
1918,Linguistics,2.0,0,1,5.0,,N/A,1302028
1919,History,2.0,0,1,2.0,,N/A,1308950
1920,Communication,2.0,0,1,3.5,,N/A,1308969
1921,English,1.0,0,1,5.0,,N/A,1308971
1922,Nursing,1.0,0,1,4.5,,N/A,1308974
1923,Mathematics,5.0,0,1,1.5,,N/A,1310286
1924,Psychology,2.0,0,1,4.0,,N/A,1310883
1925,Accounting,4.0,0,1,4.0,,N/A,1311558
1926,Music,3.0,1,1,5.0,,N/A,1312018
1927,Writing,4.0,1,1,4.5,,N/A,1315447
1928,Economics,3.0,0,1,4.5,,N/A,1318207
1929,Physics,3.0,0,1,1.0,,N/A,1318912
1930,Not,3.0,0,1,4.0,,N/A,1319978
1931,Chemistry,3.0,0,1,4.0,,N/A,1346020
1932,Mathematics,2.0,1,1,3.5,,N/A,1357093
1933,Mathematics,5.0,0,1,1.0,,N/A,1358482
1934,Languages,2.0,0,1,2.0,,N/A,1359307
1935,Educational,2.0,1,1,5.0,,N/A,1369854
1936,Management,3.0,0,1,3.0,,N/A,1370820
1937,Mathematics,1.0,0,1,2.5,,N/A,1379241
1938,Special,4.0,0,1,2.0,,N/A,1380551
1939,Psychology,5.0,0,1,4.0,,N/A,1380710
1940,Art,3.0,1,1,3.0,,N/A,1386667
1941,Art,4.0,1,1,5.0,,N/A,1390258
1942,Educational,3.0,0,1,2.0,,N/A,1392967
1943,Writing,3.0,0,1,4.0,,N/A,1416119
1944,Special,2.0,0,1,4.0,,N/A,1427017
1945,Social,2.0,1,1,2.5,,N/A,1429607
1946,Social,4.0,1,1,4.0,,N/A,1429634
1947,English,3.0,0,1,4.5,,N/A,1439811
1948,Anthropology,2.0,0,1,4.0,,N/A,1469926
1949,Music,2.0,1,1,4.5,,N/A,1471236
1950,Occupational,3.0,1,1,5.0,,N/A,1472487
1951,Chemistry,3.0,0,1,4.5,Tough Grader,N/A,1489475
1952,Linguistics,2.0,0,1,5.0,,N/A,1494187
1953,Communication,1.0,0,1,3.5,,N/A,1494256
1954,Languages,2.0,0,1,4.0,,N/A,1496699
1955,Dance,2.0,0,1,2.5,,N/A,1496716
1956,Mathematics,2.0,0,1,5.0,,N/A,1501281
1957,Mathematics,2.0,0,1,5.0,,N/A,1505900
1958,Management,1.0,1,1,5.0,,N/A,1508725
1959,Exercise,4.0,1,1,4.0,,N/A,1511061
1960,Economics,3.0,0,1,3.0,,N/A,1511326
1961,Writing,3.0,0,1,5.0,,N/A,1520400
1962,Health,3.0,1,1,3.5,,N/A,1525678
1963,Linguistics,3.0,0,1,4.0,,N/A,1532594
1964,Psychology,3.0,0,1,4.5,,N/A,1534014
1965,Mathematics,5.0,0,1,1.0,,N/A,1541988
1966,Theater,3.0,1,1,4.5,,N/A,1546329
1967,Political,1.0,1,1,5.0,,N/A,1549140
1968,Languages,4.0,0,1,5.0,,N/A,1555165
1969,Philosophy,4.0,0,1,4.5,,N/A,1560343
1970,Linguistics,1.0,0,1,5.0,,N/A,1560859
1971,Art,3.0,1,1,5.0,,N/A,1560861
1972,Marketing,3.0,0,1,3.5,,N/A,1561372
1973,Physics,2.0,1,1,4.5,,N/A,1567736
1974,Physics,1.0,1,1,5.0,,N/A,1567738
1975,Physics,4.0,0,1,2.0,Tough Grader,N/A,1567740
1976,Physics,2.0,0,1,4.0,,N/A,1567748
1977,Physics,3.0,0,1,5.0,Gives good feedback,N/A,1567752
1978,Education,1.0,0,1,3.0,,N/A,1576902
1979,Engineering,1.0,0,1,5.0,,N/A,1581491
1980,Park,3.0,0,1,3.5,,N/A,1584461
1981,Mathematics,5.0,1,1,4.0,,N/A,1585536
1982,Mathematics,4.0,0,1,3.0,,N/A,1591535
1983,Art,5.0,0,1,1.0,,N/A,1592512
1984,Mathematics,2.0,1,1,5.0,,N/A,1594612
1985,Family,2.0,0,1,4.0,,N/A,1596803
1986,Communication,1.0,0,1,5.0,,N/A,1597421
1987,Communication,1.0,1,1,5.0,,N/A,1600170
1988,Exercise,2.0,0,1,1.0,,N/A,1602415
1989,Chemistry,4.0,0,1,3.0,,N/A,1604169
1990,Arts,2.0,1,1,4.5,,N/A,1604698
1991,Education,4.0,0,1,3.0,Tough Grader,N/A,1606023
1992,Art,1.0,0,1,5.0,,N/A,1608112
1993,Physical,2.0,0,1,4.0,,N/A,1608512
1994,Biology,4.0,1,1,3.5,,N/A,1619348
1995,Nursing,5.0,0,1,2.5,,N/A,1620995
1996,Nursing,4.0,0,1,2.5,,N/A,1620996
1997,Mathematics,2.0,1,1,4.5,,N/A,1621477
1998,Exercise,1.0,0,1,5.0,,N/A,1627864
1999,Communication,3.0,1,1,5.0,,N/A,1633990
2000,Education,2.0,0,1,5.0,,N/A,1639946
2001,Education,2.0,0,1,4.5,,N/A,1639952
2002,Education,2.0,0,1,5.0,,N/A,1639953
2003,History,1.0,1,1,4.0,,N/A,1640163
2004,Mathematics,4.0,0,1,5.0,Tough Grader,N/A,1640263
2005,Urban,3.0,0,1,3.5,,N/A,1642849
2006,Finance,4.0,0,1,2.0,Tough Grader,N/A,1651771
2007,Psychology,2.0,1,1,4.5,,N/A,1652084
2008,Art,3.0,0,1,4.5,,N/A,1656548
2009,Chemistry,3.0,0,1,3.0,SO MANY PAPERS,N/A,1664004
2010,Business,3.0,0,1,1.0,,N/A,1665412
2011,Mathematics,2.0,0,1,5.0,,N/A,1667964
2012,Languages,2.0,0,1,4.0,,N/A,1668676
2013,Communication,4.0,0,1,2.0,,N/A,1676070
2014,Mathematics,1.0,1,1,4.0,,N/A,1676615
2015,Languages,3.0,0,1,2.0,,N/A,1676617
2016,Exercise,1.0,0,1,5.0,,N/A,1676707
2017,Gender,4.0,0,1,5.0,,N/A,1680358
2018,Chemistry,3.0,1,1,4.5,,N/A,1680615
2019,Geography,5.0,0,1,1.0,Tough Grader,N/A,1681553
2020,Materials,2.0,0,1,5.0,,N/A,1683168
2021,Materials,1.0,0,1,4.0,,N/A,1683173
2022,Chemistry,4.0,0,1,5.0,,N/A,1689837
2023,Languages,5.0,0,1,4.0,,N/A,1690782
2024,Exercise,1.0,0,1,5.0,,N/A,1694927
2025,Bioengineering,4.0,0,1,4.0,,N/A,1696735
2026,Physical,3.0,1,1,5.0,,N/A,1701469
2027,Army,5.0,0,1,2.0,,N/A,1702242
2028,Accounting,5.0,0,1,3.5,,N/A,1704024
2029,Mathematics,4.0,0,1,3.0,,N/A,1704593
2030,Linguistics,2.0,0,1,4.0,,N/A,1706411
2031,Exercise,1.0,0,1,5.0,,N/A,1714544
2032,Communication,3.0,1,1,4.0,,N/A,1718750
2033,Fine,2.0,0,1,5.0,Get ready to read,N/A,1721709
2034,Educational,1.0,0,1,5.0,,N/A,1721968
2035,Mathematics,4.0,0,1,5.0,,N/A,1727692
2036,Education,3.0,0,1,5.0,,N/A,1730617
2037,Social,3.0,1,1,5.0,,N/A,1733389
2038,History,2.0,0,1,1.0,,N/A,1733550
2039,Accounting,2.0,1,1,5.0,,N/A,1736846
2040,Family,2.0,1,1,5.0,,N/A,1738233
2041,Theater,1.0,0,1,5.0,,N/A,1738903
2042,Health,4.0,0,1,5.0,,N/A,1741599
2043,Ballet,4.0,0,1,5.0,,N/A,1746741
2044,Dance,2.0,0,1,4.0,,N/A,1751317
2045,Computer,2.0,0,1,4.0,,N/A,1777584
2046,Business,2.0,0,1,4.5,,N/A,1785303
2047,Pharmacy,3.0,0,1,3.5,,N/A,1787467
2048,Business,3.0,0,1,1.5,,N/A,1788279
2049,Law,3.0,0,1,5.0,,N/A,1790965
2050,Gender,3.0,1,1,4.5,Respected,N/A,1795275
2051,Political,2.0,0,1,5.0,,N/A,1798345
2052,Political,4.0,0,1,2.0,,N/A,1798346
2053,Biology,4.0,0,1,4.0,Caring,N/A,1799694
2054,English,3.0,0,1,5.0,,N/A,1804170
2055,Social,3.0,0,1,4.5,GROUP PROJECTS,N/A,1807795
2056,Biology,3.0,0,1,3.5,,N/A,1809027
2057,Behavioral,3.0,0,1,2.0,,N/A,1809260
2058,Political,5.0,1,1,1.5,,N/A,1814275
2059,Exercise,4.0,0,1,3.0,,N/A,1818476
2060,Music,2.0,0,1,4.5,,N/A,1818658
2061,Gender,2.0,1,1,4.0,,N/A,1827018
2062,Psychology,3.0,0,1,4.0,,N/A,1829647
2063,Park,3.0,0,1,4.0,,N/A,1829650
2064,Linguistics,3.0,0,1,2.5,,N/A,1831133
2065,Political,3.0,0,1,5.0,,N/A,1831518
2066,Mathematics,3.0,1,1,4.0,,N/A,1833440
2067,Writing,4.0,0,1,1.0,,N/A,1843906
2068,Art,3.0,0,1,3.0,,N/A,1861301
2069,Economics,4.0,0,1,2.0,,N/A,1863139
2070,Health,1.0,1,1,5.0,,N/A,1870078
2071,Exercise,1.0,0,1,1.5,,N/A,1870119
2072,Finance,4.0,0,1,5.0,,N/A,1871074
2073,Geography,4.0,1,1,4.5,,N/A,1871930
2074,Exercise,1.0,1,1,5.0,EXTRA CREDIT,N/A,1885014
2075,Continuing,1.0,0,1,2.5,,N/A,1885466
2076,Accounting,2.0,0,1,4.5,,N/A,1887237
2077,Languages,3.0,0,1,5.0,,N/A,1892192
2078,Languages,2.0,0,1,4.5,,N/A,1892199
2079,Economics,3.0,1,1,5.0,Caring,N/A,1892637
2080,Biology,1.0,1,1,5.0,,N/A,1893502
2081,Anthropology,3.0,0,1,4.5,,N/A,1893538
2082,Health,3.0,0,1,5.0,,N/A,1898131
2083,Psychology,3.0,0,1,5.0,,N/A,1898354
2084,Writing,3.0,0,1,5.0,Clear grading criteria,N/A,1899155
2085,Finance,3.0,1,1,5.0,,N/A,1900597
2086,Business,3.0,1,1,2.5,,N/A,1901510
2087,Health,5.0,0,1,1.0,Tough Grader,N/A,1910737
2088,Biology,3.0,0,1,3.0,,N/A,1912079
2089,Biology,3.0,1,1,5.0,,N/A,1913656
2090,Mathematics,2.0,0,1,3.0,,N/A,1914321
2091,Fine,4.0,0,1,5.0,,N/A,1915104
2092,Ethnic,2.0,0,1,2.5,,N/A,1916538
2093,Health,2.0,1,1,5.0,,N/A,1916890
2094,Linguistics,1.0,0,1,5.0,Clear grading criteria,N/A,1917804
2095,Anthropology,3.0,0,1,1.0,Tough Grader,N/A,1919081
2096,Bioengineering,1.0,0,1,5.0,Skip class You wont pass,N/A,1923737
2097,Anthropology,1.0,0,1,3.5,Participation matters,N/A,1930930
2098,Exercise,3.0,0,1,4.5,Hilarious,N/A,1938242
2099,Anthropology,3.0,0,1,4.5,Clear grading criteria,N/A,1938610
2100,English,3.0,0,1,3.0,,N/A,1952561
2101,Pharmacy,5.0,0,1,1.0,,N/A,1954513
2102,Art,3.0,0,1,4.5,,N/A,1954919
2103,Exercise,1.0,0,1,4.0,,N/A,1956675
2104,Mathematics,1.0,0,1,5.0,,N/A,1959272
2105,Mathematics,3.0,0,1,5.0,,N/A,1959283
2106,Economics,3.0,0,1,5.0,Skip class You wont pass,N/A,1965568
2107,Mathematics,2.0,0,1,4.0,,N/A,1968952
2108,Educational,4.0,0,1,2.5,,N/A,1968993
2109,Mathematics,3.0,0,1,4.5,,N/A,1969112
2110,Chemical,3.0,0,1,4.5,,N/A,1972858
2111,Accounting,3.0,0,1,4.5,,N/A,1974423
2112,Economics,2.0,0,1,4.5,,N/A,1974844
2113,Computer,3.0,0,1,4.0,,N/A,1974851
2114,Anthropology,3.0,0,1,4.0,Participation matters,N/A,1975944
2115,Exercise,2.0,0,1,3.0,,N/A,1976535
2116,Civil,1.0,0,1,5.0,,N/A,1980391
2117,Biochemistry,3.0,0,1,5.0,Get ready to read,N/A,1981715
2118,Mathematics,2.0,1,1,4.5,Respected,N/A,1987281
2119,Mathematics,2.0,0,1,4.5,LOTS OF HOMEWORK,N/A,1989360
2120,Biology,2.0,0,1,5.0,,N/A,1989877
2121,Art,1.0,0,1,5.0,,N/A,1997002
2122,Educational,3.0,0,1,4.5,,N/A,1997003
2123,Sociology,1.0,0,1,5.0,,N/A,2004716
2124,Economics,3.0,0,1,3.0,,N/A,2005668
2125,Education,2.0,0,1,3.5,,N/A,2007974
2126,Psychology,3.0,0,1,2.0,,N/A,2009162
2127,Mathematics,5.0,0,1,2.0,,N/A,2009929
2128,Mathematics,3.0,0,1,3.5,,N/A,2012147
2129,Mathematics,3.0,0,1,3.5,,N/A,2015189
2130,Business,4.0,0,1,4.5,,N/A,2016462
2131,Film,2.0,0,1,5.0,,N/A,2017845
2132,Mathematics,3.0,0,1,5.0,,N/A,2018243
2133,Social,2.0,0,1,4.5,Amazing lectures,N/A,2019441
2134,Management,3.0,0,1,1.0,,N/A,2019828
2135,Business,5.0,0,1,1.0,,N/A,2021711
2136,Writing,2.0,0,1,4.5,Gives good feedback,N/A,2022795
2137,Political,4.0,0,1,5.0,,N/A,2024829
2138,Education,2.0,0,1,5.0,Amazing lectures,N/A,2030053
2139,Accounting,1.0,0,1,5.0,LOTS OF HOMEWORK,N/A,2030982
2140,Chemistry,4.0,0,1,4.0,Tough Grader,N/A,2031211
2141,Business,3.0,0,1,4.0,Participation matters,N/A,2033046
2142,Art,4.0,0,1,2.5,LOTS OF HOMEWORK,N/A,2035877
2143,Chemistry,3.0,0,1,3.5,Gives good feedback,N/A,2041758
2144,Undergraduate,2.0,0,1,4.0,Hilarious,N/A,2044937
2145,Civil,3.0,0,1,3.0,Tough Grader,N/A,2050394
2146,Anthropology,3.0,0,1,4.0,Get ready to read,N/A,2053654
2147,Business,5.0,0,1,2.0,Tough Grader,N/A,2060163
2148,Education,2.0,0,1,4.0,Gives good feedback,N/A,2060943
2149,Communication,1.0,0,1,5.0,Skip class You wont pass,N/A,2062252
2150,Occupational,3.0,0,1,3.5,Clear grading criteria,N/A,2068002
2151,Nursing,2.0,0,1,4.5,Get ready to read,N/A,2071466
2152,Art,4.0,0,1,4.5,Gives good feedback,N/A,2072505
2153,Physics,3.0,0,1,3.5,Respected,N/A,2074305
2154,Exercise,3.0,0,1,5.0,GROUP PROJECTS,N/A,2078652
2155,Dance,3.0,1,1,5.0,Inspirational,N/A,2081097
2156,Biology,2.0,0,1,5.0,GROUP PROJECTS,N/A,2082759
2157,Economics,3.0,0,1,3.5,Gives good feedback,N/A,2082975
2158,Ballet,2.0,0,1,3.0,Skip class You wont pass,N/A,2083185
2159,Biology,3.0,0,1,5.0,Gives good feedback,N/A,2083427
2160,Geology,2.0,0,1,4.0,Respected,N/A,2083853
2161,Mathematics,3.0,0,1,3.5,LOTS OF HOMEWORK,N/A,2083877
2162,Bioengineering,2.0,0,1,1.5,Skip class You wont pass,N/A,2086346
2163,Art,4.0,0,1,5.0,Caring,N/A,2088185
2164,Mathematics,3.0,1,1,4.0,LOTS OF HOMEWORK,N/A,2089299
2165,English,3.0,1,1,4.5,Hilarious,N/A,2089905
2166,Mathematics,3.0,0,1,5.0,Gives good feedback,N/A,2090306
2167,Civil,1.0,0,1,4.5,Hilarious,N/A,2090815
2168,Mathematics,2.0,0,1,5.0,Caring,N/A,2091900
2169,Business,5.0,0,1,1.0,GROUP PROJECTS,N/A,2092022
2170,English,2.0,0,1,4.0,Get ready to read,N/A,2094939
2171,Art,2.0,0,1,4.5,Participation matters,N/A,2095052
2172,Communication,2.0,1,1,5.0,GROUP PROJECTS,N/A,2095584
2173,Civil,4.0,1,1,3.0,GROUP PROJECTS,N/A,2095825
2174,Computer,2.0,0,1,2.0,Skip class You wont pass,N/A,2095845
2175,Fine,2.0,0,1,4.5,Tough Grader,N/A,2096217
2176,Communication,3.0,0,1,4.5,Get ready to read,N/A,2096294
2177,Languages,4.0,0,1,5.0,Get ready to read,N/A,2096707
2178,Mechanical,3.0,1,1,4.5,Clear grading criteria,N/A,2098899
2179,Mechanical,3.0,0,1,4.0,Clear grading criteria,N/A,2098905
2180,Mechanical,3.0,1,1,5.0,Amazing lectures,N/A,2098911
2181,Mathematics,2.0,1,1,4.0,Gives good feedback,N/A,2099180
2182,Bioengineering,1.0,0,1,3.5,Clear grading criteria,N/A,2099718
2183,Bioengineering,3.0,0,1,5.0,Gives good feedback,N/A,2099727
2184,Writing,5.0,0,1,2.0,Tough Grader,N/A,2099795
2185,Languages,3.0,0,1,5.0,Participation matters,N/A,2102448
2186,Education,1.0,0,1,5.0,Participation matters,N/A,2103135
2187,Film,2.0,0,1,5.0,Amazing lectures,N/A,2103221
2188,Music,5.0,0,1,2.0,Skip class You wont pass,N/A,2106971
2189,Writing,2.0,0,1,4.5,Gives good feedback,N/A,2110029
2190,Business,2.0,1,1,5.0,EXTRA CREDIT,N/A,2110869
2191,Family,3.0,1,1,5.0,Amazing lectures,N/A,2111181
2192,Geology,3.0,0,1,5.0,Amazing lectures,N/A,2112750
2193,Communication,4.0,1,1,4.0,Skip class You wont pass,N/A,2113223
2194,Nursing,2.0,0,1,5.0,Clear grading criteria,N/A,2116400
2195,Ethnic,4.0,0,1,2.5,Participation matters,N/A,2116974
2196,Communication,4.0,0,1,2.0,Tough Grader,N/A,2117014
2197,Civil,4.0,1,1,5.0,Participation matters,N/A,2119636
2198,Economics,4.0,0,1,2.0,Gives good feedback,N/A,2121042
2199,Social,3.0,0,1,1.0,GROUP PROJECTS,N/A,2121425
2200,Communication,1.0,0,1,4.0,,N/A,2122049
2201,Languages,2.0,0,1,4.0,Participation matters,N/A,2126441
2202,Foods,1.0,1,1,5.0,EXTRA CREDIT,N/A,2129365
2203,Languages,1.0,0,1,5.0,Gives good feedback,N/A,2129700
2204,Philosophy,4.0,0,1,2.0,Get ready to read,N/A,2129785
2205,Geography,3.0,0,1,5.0,Clear grading criteria,N/A,2130781
2206,Special,3.0,0,1,4.5,Clear grading criteria,N/A,2131390
2207,Mathematics,4.0,1,1,4.5,LOTS OF HOMEWORK,N/A,2132233
2208,Communication,3.0,0,1,2.5,Tough Grader,N/A,2133479
2209,Communication,3.0,0,1,4.5,Clear grading criteria,N/A,2133492
2210,Ethnic,3.0,0,1,4.5,Amazing lectures,N/A,2133769
2211,Management,3.0,0,1,5.0,Inspirational,N/A,2134335
2212,Ethnic,3.0,0,1,5.0,Get ready to read,N/A,2134389
2213,Communication,4.0,0,1,5.0,Inspirational,N/A,2134511
2214,Education,2.0,1,1,3.0,Skip class You wont pass,N/A,2135720
2215,Mathematics,2.0,0,1,4.5,Caring,N/A,2136636
2216,Psychology,4.0,0,1,5.0,Get ready to read,N/A,2137623
2217,Communication,3.0,1,1,5.0,Respected,N/A,2137810
2218,Art,5.0,0,1,5.0,EXTRA CREDIT,N/A,2137832
2219,Business,5.0,1,1,5.0,Inspirational,N/A,2138140
2220,Accounting,3.0,0,1,4.5,Respected,N/A,2139909
